-25.707,-28.293,0,265.86,1,
-25,-31.9,0,266.41,1,
-25,-54,0,269.73,0,
-25,-54,20,270.33,0,
-83,0,20,272.71,0,
-83,0,0,273.31,1,
-83,-83,0,285.76,1,
83,-83,0,310.66,1,
83,83,0,335.56,1,
-83,83,0,360.46,1,
-83,0,0,372.91,0,
-83,0,20,373.51,0,
-79,-53.982,20,375.13,0,
-79,-53.982,0,375.73,1,
-79,-79,0,379.48,1,
-31.9,-79,0,386.55,1,
-28.293,-79.707,0,387.1,1,
-29,-76.1,0,387.65,1,
-29,-29,0,394.71,1,
-76.1,-29,0,401.78,1,
-79.632,-28.368,0,402.32,1,
-79,-31.9,0,402.86,1,
-79,-53.982,0,406.17,0,
-79,-53.982,20,406.77,0,
29,-54,21.75,407.37,0,
29,-54,1.75,407.97,1,
29,-76.1,1.75,411.28,1,
28.293,-79.707,1.75,411.83,1,
31.9,-79,1.75,412.39,1,
79,-79,1.75,419.45,1,
79,-31.9,1.75,426.52,1,
79.632,-28.368,1.75,427.05,1,
76.1,-29,1.75,427.59,1,
31.9,-29,1.75,434.22,1,
28.293,-28.293,1.75,434.77,1,
29,-31.9,1.75,435.33,1,
29,-54,1.75,438.64,0,
29,-54,21.75,439.24,0,
-79,-1.78E-15,21.75,442.86,0,
-79,-1.78E-15,1.75,443.46,1,
-79,-22.1,1.75,446.78,1,
-79.707,-25.707,1.75,447.33,1,
-76.1,-25,1.75,447.88,1,
-31.9,-25,1.75,454.51,1,
-28.352,-25.695,1.75,455.05,1,
-28.293,-25.707,1.75,455.06,1,
-29,-22.1,1.75,455.61,1,
-29,25,1.75,462.68,1,
-76.1,25,1.75,469.74,1,
-79.707,25.707,1.75,470.29,1,
-79,22.1,1.75,470.85,1,
-79,-1.78E-15,1.75,474.16,0,
-79,-1.78E-15,21.75,474.76,0,
-79,54.019,21.75,476.38,0,
-79,54.019,1.75,476.98,1,
-79,31.9,1.75,480.3,1,
-79.707,28.293,1.75,480.85,1,
-76.1,29,1.75,481.4,1,
-31.9,29,1.75,488.03,1,
-28.293,28.293,1.75,488.58,1,
-29,31.9,1.75,489.13,1,
-29,76.1,1.75,495.76,1,
